rating,review 
4,"Just attended for the first time a concert at the Barclays Center and was very pleasantly surprised at how clean, modern and pleasant the facility was.  Even the security folks were nice!  Lots of food and drink choices within the facility.  Conveniently located to mass transit.  The area is very well patrolled and feels very safe for people of all ages.  Look forward to our next event there!  As far as seating for a concert front floor center is the best if you can get it.  We were first row side and while comfortable did give me a neck ache after 2.5 hours.  Special note they were very accommodating to the elderly and handicapped."
5,I wound up finding a parkingvspit a block away. Grtting inside and finding my seat was easy. The srats were comfortable and the place is really nice. Im proud to have it in Brooklyn!
4,Great venue for a concert. Acoustics and sound system is right on. Staff very friendly. Subway system at entrance. All pluses. Leaving is atrocious. Small corridors from arena and not enough exit gates. Awful. I was shocked by the exit system. Don't know how it got approved.
5,The Barklays Centre is one attraction which can not be missed if you are in Brooklyn ! The location and the easy access makes this place a Mecca for the shopoholicks  and the tourists alike . The numerous outlets offer the sheer amazing veriety for anyone with an eye for a quick purchase . The eateries dotted along are welcoming and offer the amazing fares . Worth a visit . Easy aeccess by public transport bus / underground .
4,"Firstly it's been a really long time since I've been to this part of Brooklyn and really didn't know what to expect.  We were fortunate enough to have a suite for the Florence and the Machine American tour and made our way in from NJ with friends.  The drive was surprisingly quick and parking was plentiful and immediate proximity to the venue (!shocked!).  There are also a dozen other public transportation means by which you can quickly get in and out to this area.  Heavily gentrified over the last decade this is a hustling and bustling melting pot with a vibrant, fun and enjoyable assortment of restaurants and shops.  The Barclays center itself is well designed, the venue presented well and the acoustics were great for the concert. Getting in and out was a breeze - shockingly efficient (much unlike our disastrous experience at MetLife with Coldplay later this summer).  Loved the neighborhood and the venue and will return as often as we can now that we know how easy it is to get in and out ..."
4,e were lucky we got the full of day tour. It was cool to the mechanical of the building.A great place to sit and veg/
5,"First time at the Barclays to see a concert - great venue, security lines very organized.  The food services available were also good.  Made going to a concert very enjoyable."
2,"Went to see Barbra Streisand and sat in the upper level. The climb is very steep, and for the concert, the screen was blocked from our view by a hanging speaker.  Ok I'll deal. The rows are very narrow, difficult to move even while others are standing. A lady tripped in our row and was hurt. There was no staff anywhere to offer assistance.I hope there never will be any type of emergency I, but I won't be back.."
4,Easy to get to from Manhattan using subway and no fears getting back to hotel same way. Staff friendly but food and alcohol extremely expensive
3,Well my most recent visit to Barclay center was for a concert to New Edition and Baby Face. My girlfriend had gotten us tickets to celebrate my birthday. My seats this time around were decent compared to the time I first visited many years ago. I promise myself I wouldn't come back there if I had to sit in the nose bleed section. The seats way up are not designed for you to stand up and enjoy the show because the floor feels uneven. It feels like you could fall forward. You have to spend the money if you want the best seats. Don't know if they have screens or not but they were not in use for those of us who didn't have front and center seats to see the artist. If I never go back there again I will be just fine.
3,"Saw a game here, exiting the arena is a nightmare, slow and hard to get out of this place. Friends have enjoyed concerts here but complain of the same thing. Like all arenas especially in the NYC area it is expensive in the arena and around the arena. Eat before you go."
5,I went to this place to see a circus and a Demi Lovato concert. It's a nice place but it really does get crowed so if you have small kids be careful. There they had food and souvenirs. The seats are good but for the concert everyone was standing a lot so if you have small children it might be kind of hard to see. Overall it's a nice place for family's.
5,To watch the Brooklyn Nets play against the best Teams in the world is one of the best things you can do!
4,"Went to the Babyface/New Edition concert in July 2016 and thoroughly enjoyed the experience. The venue was very clean, well designed, plenty of Food&amp;Beverage options, comfy seats and easily accessible via subway. Sound quality was good and the crowd thoroughly enjoyed the performances.The only complaint - the A/C was set to freezing temp. I noticed that many  people put on cardigans and scarfs, so it was definitely not only me. I guess they expect everyone to be dancing and feeling hot, but hey, not every song is upbeat. :-)Nevertheless, I would definitely attend any concert/game at this venue again."
4,"The actual concert was awesome.  The Barclay Center is a very nice arena,  very easy to find your seats.  The only complaint, the parking was expensive, and the lines when leaving were extremely long."
4,"I went to ""The Who"" concert in the Spring of 2015. I wasn't happy about the extremely long lines and having my dinner and snacks taken away from me when the staff searched my bag as I was starving. The staff was rude and gruff. I was told I could buy food inside to replace what was seized and tossed in the trash. Thanks guys!The concert was awesome despite my growling hunger and the building was massive. I didn't buy any food inside as it didn't appear too appetizing."
4,New and cool. I have seen several concerts and all were good experiences. Easy transit and lots of nearby dining choices.
4,"I was here for the 2015 NBA All-Star Game, and while the outside is less than appealing to many, Barclays offers many features of a luxury / upscale sporting venue.  Box seats offer individual televisions to view the action.  The stadium has good acoustics, and there are a number of private meeting rooms for business meetings, receptions, or private viewings of events."
4,The venue is really nice. I'm not a fan of any of the teams that plays there but I've been here for a graduation and a concert and I was impressed both times I was there. The staff moves the crowds in pretty quickly and they have a lot of food options
5,Thanks Barclays Center for making me fall in love with ice hockey absolutely brilliant arena and good views of the stadium we went to see New York Islanders vs Pittsburgh Penguins and was just awesome and already planning to go again
5,"The Barclays Center has been written about as having made the most money of all the stadiums in 2015 in the USA.  It is home to two teams, the basketball team The Nets and icehockey team The Islanders.Also, there are fabulous concerts where the acoustics is wonderful such as Neil Diamond and Barbara Streisand."
5,Attended a concert in June and it was our first time at barclay s and it won't be our last.  We parked at a near by garage and walked over to the center.it was a nice neighborhood and easy to get to. Staff was wonderful .Security was organized and quick.Loads of staff to help you find your way around. Everyone was friendly and helpful. I think it was the cleanest concert venue I have ever attended. Very positive experience
5,Great venue for viewing shows and sporting events. Good security checkpoints. Food is pricey but that's to be expected in New York.The private viewing boxes  can hold at least  12 people comfortably. Caps have to be removed from bottled beverages for players' safety....how funny and sad at the same time....can't we all just get along and be as civilized as a kindergarten class can be?
5,"We went to the Barclays Center to the concert of Bruce Springsteen, ""The River"". We sat way up high and the sound was great. Getting in and out of Barclays was quite easy and smooth. Do not hesitate to go :)"
5,"Don't be turned off by the security lines. Once you get in, it's a beautiful venue for anything you will see.  The sound is great- there is no bouncing of sound off walls.  It's cheaper than anything at MSG, and you can get there by a million subway lines to Atlantic Station. Plus there's a shake shack across the street!"
5,Went here for the Martin Lawrence comedy show and loved the seats and arrangement of the auditorium. The security were spaced thoroughly throughout the building and very helpful.
5,A good place to visit in Brooklyn. You heard. All types of things from basketball games to hockey games. All around fun to visit
1,"Went with 4 kids and 3 adults handicapped ! Was placed in handicap section (adults were) .  Teenagers next to us told us no one  handicap daddy bought these seats more leg room for them ! People around us smoking pot! And since section over booked we have to move not to section next to us wide open but across theater while Joe Jonas is singing ! Our kids above us had to move with us of course so missed must of Joe! They (the staff was really nasty ) and told us your moving girls can stay even though they were honest not handicapped!!!! And seats were open all over ! I begged this was a lot and I want my daughter happy! Please ! Too bad! Usher was not understanding and wheelchair driver kept saying this is messed up !!! Really disappointed and shocked with Barclay staff!!!! My friend asked for ADA person , they don't have one !!!! Another lie !!!"
4,"Very nice indoor arena, modern and clean.  There are many refreshments available of all kinds at many concessions, including an L&amp;B Spumoni Gardens!!You can also get a variety of adult beverages for those interested. Bathrooms are clean, modern and plentiful, not too bad of a wait in the ladies room. I hate when there's not enough facilities for a venue. We saw the Nets vs Indiana Pacers in December 2014 during Christmas, and had a nice time. Ladies, do not wear high heels. The steps are steep, and narrow.  Much steeper than. Usual in a stadium, a flaw in my consideration.The bigger drawback is the extremely cramped seating. Very tight and definitely not too comfortable. They could have done a better job on the leg and elbow room. Unless you're under average size, don't expect to be sitting too comfortably."
5,"Went to see a Islanders hockey game with my family and really loved this place.  It's brand new, beautiful and really nice.  All the staff are super friendly."
5,"What a beautiful facility.  I've been to many arenas around the country and this one is spectacular.  From the striking exterior to the clean interior to the many food choices.  For games, concerts, family events - this is one beautiful facility!"
5,"Saw Bruce Springsteens last concert of 2 in Barclays Center. Great experience both the concert and the venue.Easy to get in to the arena, lots of different food choices, drinks and other refreshments.Nice and clean arena with clean toilets!!!Worth a visit even if you´re not going to a concert or game."
4,"We came to Brooklyn to watch the Warriors as we were on holiday from England and it was our chance to see the current champions and Steph Curry. We were sat in the top tier and despite reviews saying it is too steep, I actually think this helps give a better view than normal arenas and I'm not good with heights but I was fine with this. It was very busy and queued before the game and we only just made tip off but I guess this is because the Warriors were in town.  I thought there could have been more toilets as it was a bit of a trek at half time to get to the nearest one and I got caught in the crowds buying food so missed the start of the 2nd half. I'd recommend not getting food at half time as the queues were ridiculous and you will miss a lot of the game.  A great game to watch though as the Nets actually led in the 3rd quarter but the Warriors came back to keep up their unbeaten start to the season.  Very much enjoyed our first NBA game as my girlfriend wasn't even keen on going but afterwards was converted and loves it!"
5,"We had a fantastic trip here to watch the New York islanders. The Barclay's Center is easy to get to using the subway from Midtown. Despite the huge queues we got inside really quickly and there was a good selection of food, drink and souvenirs. Well worth a visit for ice hockey fans! We will definitely be returning in the future!"
5,Came here to watch the Islanders and was a great venue (My first Ice hockey game) enjoyed the atmosphere and was easy to get drinks during the game and also going to the clubshop to get merchandise after the game.
4,"Walking less than a mile from friends' home is real nice right there.  Electric atmosphere with fast, exciting Islanders hockey. Fun crowd activities, video, food choices. Go Sharks!"
5,Really great venue. Dropped my 16-year-old and her friend off right at the VIP entrance for a Selena Gomez concert and waited with them until they could go in. The staff was highly organized and signed them in while they were in line and kept checking on new arrivals. Very well done. I was able to sit outside the venue and wait for them and felt safe. No one bothered me at all. The girls came out and met me by Starbucks outside when the concert was over. No worries at all. I would attend a concert here again.
4,"As I used to live right down the street, I've been to a number of events here–from concerts to basketball to hockey. Overall it's a beautiful venue. It's very clean and super modern. There are a lot of food and beverage options and it's easily the most accessible place in the entirety of NYC (N,B,D,Q,R,2,3,4,5 and LIRR are all at the front door).Cost-wise, it's high. Take what you're used to in terms of tickets and food costing at a venue and add 25%. After all, it is New York. Also, the surrounding neighborhood is delightful, and 5th ave (right around the corner) is chock full of great bars and restaurants for a pre-game snack or a post-game drink. Overall, a solid venue."
2,"After attending the Bad Boy reunion concert, i was totally disgusted at the numerous ppl lighting up (getting high), my eyes were on fire and my hair smelled. Ppl were in there fighting and called mgmt b/c of all the smoke and was tired of it. Dude in next row even had a cigarette. What a freaking disgrace and they should act on it asap, b4 someone has a major asthma attack"
1,Until they provide housing as developer Ratner stated not going to purchase any tickets or go to Barclays.  Barclay where is the housing at.....
2,Am very late with this post but I decided to give my opinion.  My hubby took me to a basketball game - Nets vs Bulls. Unless you can afford seats that are lower its just horrible.  It's not comfortable either it would have been better to watch the game at home.  Whoever designed the structure failed.
3,"The center is Not made for Live Singing Concerts!! It's a Sports Complex! Point Blank Period! The monitors are too low for the higher rows. I was in section 210 row 11. Along the left side of stage! We could Not understand ANYTHING the artist said while talking to the audience! The stage is not centrally located the speaker system SUCKS!! $$$ WASTED! The concession stands are awesome! You can get anything, food, liquor, snacks. The Prices are just what you expect! It's all good between shows but when you spend $90+ for tickets you at least want the full sound effects! Go see basketball or hockey but unless you're dead center or the ground floor.. It's not worth the money."
4,"Saw ""the River"" concert here, always a great show!! Drinks are pricey but typical of most concert venues. We sat behind the stage but had a good view as well as a jumbo screen."
2,"Well I took my family there four an outing of hockeyThe facility is fantastic and very convenient especially traveling from the islandMy only major disappointment was the food for also being a Mets fan I have become used to some amazing eats at citi fieldNot being Jewish but I will say the Jewish deli at Barclays Center was probably be best food availableThey need to take some major steps to improve the quality of the food for the venue is outstandingMy son being a lover of chicken fingers was very disappointed with them and he is not one to be choosy for chicken fingersI know there are other options available, which we will try next go-round, but in other newer venues they have found the secrets to exceeding patrons expectations when looking for a bite to eatHopefully by next season they can find someone local joints to take up residence in the centerAs a side note the red wine was very fulfilling and was truly unexpected"
4,"The Barclays center is a fantastic place for any large event. I went there the see the Martin Lawrence show. It was a full house. We had perfect seats. They have several different spots to eat. And good and drink stands, and best of all they have Nathan's. Was a great experience."
5,Amazing show and venue. A bit on organized upon entering venue. I liked the futuristic feel of the building.Beer prices were too expensive. Did not see food prices.
5,"Barclays Center is very big with a lot of food concessions, beer station and a nice place to meet friends for an event."
4,The arena is incredible. The configuration is amazingly impressive. The bowl is so steep that on higher levels it is possible to get vertigo.
4,"I came to Brooklyn to watch my Mountaineers play in the NCAA tournament. Even though we had a shocking upset loss I still have to say this is a nice venue. The outside is very beautiful. And the subway entrance is right by the doors. It does not have a history that the garden hose, but it is a very nice modern stadiam. Even from the upper levels you can still see very well. If you ever get the chance to watch a basketball game here I would highly recommend it."
1,"The place was nice and very organized and obviously a lot of space but my complaint was they over charged you for all there food since they don't allow ANY outside food to be brought in, not even a granola bar.  The basic bottle water was $5.50 !!!!!   That is completely out of line and taking advantage of the people.  Our meeting started at 8am and ended at 4pm so you had no choice but to pay for there way over priced food and drinks or just starve to death.You could not leave the building and if you did, you're not allowed back in.   Truly pathetic."
4,"Recently attended a concert at the Barclays Center in Brooklyn.   Took the Q from the Times Square subway station downtown to the Atlantic Ave - Barclays Center stop.  The subway trip took about 20 - 30 minutes.   The subway stop in Brooklyn brings you directly to the front of the Barclays Center.   The ride is convenient and safety is a non issue.  The area surrounding the arena appears to contain mostly retail shopping businesses. The Arena, which is now the home of the Nets and Islanders, is new, clean, well-staffed, and comfortable.   While my seats were in the lower level, the site lines all appeared to be good.   I definitely recommend attending an event at the Barclays Center and use the public transportation to get there."
4,"Watched my beloved New York Islanders do battle against the Philadelphia Flyers.  This was my second trip to BC and it remains a mixed bag.  The good:  It is fun to visit Downtown Brooklyn, visited Junior's before the game.  The arena remains odd for hockey with about 40% of the seats with some limited view."
2,"The Barclays Center is a nightmare.  A nightmare that in 10 years people will wake up and wonder what the heck they were thinking by building this arena.The Cheap seats are cheap with no leg room.  I think they were aiming for hip and cool but it's dark and a bit dreary inside with many areas of concrete cracking.  The exterior could have been interesting if they had placed the entire arena at the West End of Atlantic Avenue where it's rusted hull would be a better artistic curiosity with plenty of parking and a means for the city to have made money on the over abundance of available land for over priced parking spaces or speck NY Waterways Taxis for event transportation.  Instead this rusting hulk has sealed off many mom and pop businesses and created a nightmare for any tourists or residents who really want to go and see a concert here.  Ticket prices are out of this world.  I wanted to see Billy Joel for Christmas and for the cost of one ticket here, I purchased 3 tickets and saw him at the Amalie Arena in Tampa a few weeks later.  Don't waste your money going here."
4,Saw a concert here on a Saturday night.  Comfy seats even in the 200 level. Good sound and spacious walkways.  Only drawback was the $12 beer and $14.75 mixed drinks.  Other than that of t was a great experience.
4,"I love to go to concerts or other stuff in USA. Barclay has it all, good space so you dont have to be in a long line before entering, they serve beer and lots of food. You have wifi. And we sat very high up but could see very good anyway! We saw bruce Springsteen 25 april 2016, amazing!"
4,"Just got back from seeing Bruce Springsteen. Great  concert and a really nice venue. Sound was good, lighting and acoustics were god as well. Food and beer is available in abundance but be prepared to pay for it. Beers were $10."
5,"We went to the Springsteen concert at the Barclays center, our first time at this new stadium. The layout was easy to navigate, and having a member of our group in a wheelchair, it was great to see that they had several family bathrooms and easily accessible and close to the accessible seating. The staff at the center was great from the man outside directing people to the proper entrance, to the lady who scanned our tickets and to the ushers. Every employee we had contact with were friendly, courteous, and Smiled- management be proud of your employees they all treated us great!"
5,"I have visited The Barclays Center for basketball, concerts and hockey. The arena is perfect, the staff when entering are cordial and informative! I love the setup in the arena, I have not been in a bad seat. The food court that surrounds the main floor is excellent, a true flavor of Brooklyn."
4,"It doesn't matter where he plays, he's The Boss!  But this review is really about the venue.  Getting through security was easy and quick, everything is well marked and if you take the subway, the stop is right there.  Every seat has a good view, unless you were behind the stage.  Climbing over people with cup holders so close to the ground was a challenge and going up and down the steps was difficult for some.  If you don't mind paying through the nose for drinks - $6 for a small soda, $5 for a bottle of water - you're good."
5,"We had good seats, the Show was very good. The Barclay Center is very nice and we had a good time. If you need parking you can park in the Mall or Shopping Center across the street. You can always buy you Starbucks before going in, but they will not let you take your coffee inside."
5,"Modern, centrally located, lots around, lots transportation methods to get here. Shops and restaurants all around and Starbucks in front!  Springsteen show tonight and there's always big acts performing here as well as many sporting events. A real good addition to the community. Lots new condos popping up in area as things modernize here. Good venue"
5,"We ventured out to Barclays Center to see Duran Duran, easy to get to by swapping onto the 4 subway and coming up at the centre. Before the concert we headed to Habanas for Mexican corn cobs just a 5 minute walk away. Concert is in a great space, not too big so you really connect to the performers great night out"
4,"We went here and visited a game of the NY Islanders and we had a blast. Since we are from Holland this was kind of new to us, but what show this was. From the moment we entered here it was a blast! Not to mention the game was awesome and the Islanders won, so what more do we wanted! When visiting NY make sure you visit this place!"
5,"Recently came to see the Rock and Roll Hall of Fame Induction and was really impressed with both the facility and the people involved with the Barclay Center.  Courteous and professional,  there was not a staff person I encountered that didn't go out of their way to make sure we were comfortable and having a great time.  Kudos to the designers and employees of this great venue.  Coming back to see the ""Boss"" later this month."
4,"We came to the Barclays Centre twice during our stay in New York. We watched both the New York Islanders and the Brooklyn Nets. Both of the games were thoroughly enjoyable and the venue was perfect with comfy seats, good facilities and great views. Tickets were well priced and there is a subway right outside the center which allows for quick and easy to and from Manhattan."
3,"Large indoor venue for Nets, Islanders, concerts, etc.  There is a severe slope up, so if in ""cheap seats"", you are pretty high up. Found I was looking at screen instead of court for basketball because was so high up. Drinks, food expensive."
5,Went to the Barclays to watch the islanders v tampa bay lightening......first hockey game ever ffor me and my son but good god it was amazing!.......from the fellow fans who were so fun to be around to the brutality of some of the play....I love ice hockey....we won 5-2 and everyone went home happy as larry
5,"Barclay Center is a great new arena. Well laid out with virtually no ""bad"" seats. Good variety of food options including kosher and halal food. Staff very friendly and helpful. Very safe and user friendly.  Do not drive. Repeat do not drive. No place to park. Many subway lines serve this arena so there is really no need to drive."
3,"Nice building, easy to get to on the subway from Grand Central. However the concessions  offered were very poor. Only one food vendor with very slow serving times and poor service/selection. Their condiment table was out of the essential ingredients Mustard/Ketchup.  The bar across the way was so over priced, $13.50 for a draft beer. So the Gloves were great but the amenities offered at least that evening were poor. Will try again for some major event. Enjoyed Being in Brooklyn. Patsy's is just down the street from the arena which I highly recommend. Great food, attentive service, a wonderful bar tender."
5,First time on NHL game in my life so I'll never forget it. Center is really good but little bit expensive beer :-D I hope I'll be back soon again from Slovakia!!! Great place to enjoy the game I love that much!
4,"We found the arena very easy to get to from Upstate Ny, lots of parking options just a short walk away. We parked about a 10 minute walk away for under $25. We had good seats with good views of the game in and end section. Arena is a little dark and took only a few minutes to figure out the layout and find all we needed! Store was great and not hugely overpriced. Food is arena food, slightly overpriced, but that's o be expected at any sporting event."
3,"This place is a bit confusing to get around and the food and drinks are grossly over priced. Sight lines aren't great for hockey, crowd was dead for an important divisional match. Nice and new though, easy to access by subway."
3,"We will probably go back again but it's not my first choice for a concert. There are a dozen or more places I'd go to first. A really long line to get into the venue, held up by too few metal detectors. It's really quite dark, it'd be better if they painted the outer halls a lighter color. I'd say it's a better venue for sports than for a concert. Everything is expensive which was not unexpected. As you can tell it wasn't a thrilling first impression."
4,"I visited The Barclay's Center with my siblings two evenings in a row back in February.  Firstly for the Islanders v Capitols NHL game and for the Nets v Knicks NBA game the following night. I'm from the UK and this was my first time experiencing the NHL or NBA live. Our tickets were in the gods so I was worried we weren't going to get a great view of the action. I needn't have worried, I don't think there's such thing as a bad view in the arena! Both games were entertaining, the atmosphere was more electric for the Nets v Knicks game. I found the arena accessible, easy to navigate, safe and secure. There was plenty of good entertainment between stoppages in the game, and the stores within the arena were stocked with a great range of clothing and souvenirs. My only complaint was with the food. It wasn't good value or quality. My hot dog was cold and the potato chips tasted like cardboard. Eat before you go to the game, there are some great restaurants across the road. We ate at Patsy's Italian Pizzeria, which I can highly recommend."
5,Went to Islanders Sabres game. Nice place to watch hockey. We we in lower level. Good food choices and pricey beers. Easy to get too.
2,"First off, you better have good balance because walking down the row will require it. So many fans have commented on this. Barclay Center was a big idea in a smaller space and the result is not enough bathrooms, and bars, and seating is tight and walking down your row is hazardous.But the real rip off, is that the beer they sell is low alcohol. That's right your bud your coors your Heineken is all low alcohol beer. They don't tell you that. I know this from being on a cruise. You will not get a high or a hangover from this fake beer, so you might as well buy water. One 24 0z can of low alcohol Coors Bud is $13.75. What a rip off. But this is stupid New York City. Hockey is a beer event. No real beer. Well, no beer sales."
5,This is a world class venue. The entry process was quick and it's easy to find seats. Toilet facilities and food/drinks are a plenty so there wasn't many lines. Seats are more spacious and comfy than most other stadiums/venues than I've been to
3,"I am a huge Islanders fan and went to their final season game on April 10th. It was my first time at the Barclays Center and I was hoping for something great. The ticket scanner was really welcoming and nice. But that's just about it. We walked around the lower level and then the upper level (where our seats were) and they didn't have a good place for us to just sit and enjoy our dinner. We decided to eat at the burger place right near our section. The workers didn't seem to have it together. They said it would be a 10 minute wait for our burger. Mine was done before my dads. On the menu it says it comes with cheese, lettuce, tomato, pickles and the Barclays sauce, but when I got mine all it had was the cheese. Turns out we had to go to the concession stand for all the extras. That was ok, but then I ordered a Bud Light on draft and the tap either wasn't working or they ran out mid-pour. It's only an hour before the game. How are these things not checked? There was no Barclays burger sauce at the amenities stand either. My dad ordered a burger with fries, thinking we'd get a lot so I just got a burger, but we only got maybe 20 fries. So for $47 two small burgers and some fries was not worth the price, but the beer was a nice size. We had good seats in section 209 and the arena itself was very nice. However, we were in the Wheel Chair area and there was a huge rail blocking our view. Thank god the chairs were movable so I pulled right up to the rail and looked over so as not to have it in my view. The workers didn't watch our section for people coming in like all the other section entrances so we had to show our tickets three times. Very annoying. The sound was great. The hallways really were no bigger than the Nassau Coliseum and the workers didn't seem thrilled to be there, but they were nice.  I went into the women's room and one worker was hiding out texting on her phone. The bathrooms were big and clean so no complaints about that. Overall, for a Long Islander the Barclays isn't anything worth trekking 40 minutes to unless its a playoff game. Islanders please come back to the Coliseum when your contract is up! We miss you!"
2,"I had to go to the Barclays Center for  a concert. It was my first time there, and hopefully my last time there. Of course, one cannot bring food or beverages into the venue. Why?Well, so they can gouge you!I am a diabetic. I am thirsty frequently. Once past the security check, I headed for the first concession stand. I ordered a bottle of Dasani and a Diet Coke. The water was $5.50 for 20 ounces. The Diet Coke was $6 for the same amount. I did not want to drink either beverage right away -- I wanted to have them at the ready for when I was thirsty without having to walk to the concourse mid-concert. The woman who sold me the beverages started twisting off the aps after she took my money.""What are you doing,"" I exclaimed.""You can't keep the bottle caps,"" she told me. I had never heard of anything so ridiculous. I asked her why, but she had no clue. I ended up only buying the Dasani and later did have to go back to the concourse to buy the Diet Coke. I truly felt violated. Not only was I forced to pay an exorbitant amount for glorified tap water and later diet soda, but I did not even have the ability to decide when to drink it, or to take any unfinished beverages with me. I seemed like for a few hours I had left America and entered some fascist stronghold."
3,"Went to the rock n roll hall of fame induction ceremony. Greeted by protesters as soon as we got off the subway blocking the entire entrance chanting ""Brooklyn is not for sale""! Subway was super easy. Escalator broken so had to huff it up all those stairs to the 200 level not good. 200 level seats are super steep and you really couldn't get around anyone so once we got seated there was no getting up. Someone actually fell down several rows on top of others in our section. !$13.50 for a plastic cup of beer. Really!!!! Ridiculous. Show was pretty awesome though. Had a great time."
5,"The Barclays Center is in a great location. I love the darkness, its very intimate. All Black Everything. We went to the Brooklyn vs. Orlando game in 01/2016. Concession stands were very good. Lots of food and drink options."
1,"Wanted to see a NBA game whilst we were in NYC and as the Knicks were expensive so we went for Nets tickets. I'd been to WWE at Madison Square Garden the night before and had a great time and I was really looking forward to visiting the Barclays Center. On arrival we were through security in minutes and went for something to eat and a beer. Chicken tenders and chips, 10 dollars, okay standard price at an arena but yuk! Inedible didn't want a massive dentist bill so I just ate the chips.....when I tried to get a beer I was I.D'd, cool same happened at MSG, you're not American they said in MSG have you got a credit card in the same name, yep, thanks here's your beer.....the Barclays Center on the other hand have you got I.D, even tho I'm 35 and was with my wife, yep here you go...sorry can't serve you, have you got a US I.D?? No I'm English?? Okay sorry no beer!! WHAT A JOKE! Anyway I'd drunk quite a bit the night before so I thought okay whatever.  We then go to watch the game...no atmosphere, boring and I wanted a drink so we left at the end of the 3rd.Moral of the story you pay low prices you get a poor arena, pay the extra and go watch the Knicks, Madison Square Garden was FAR better!! plus the Knicks aren't near the bottom!"
5,"Barclays Center is a nice venue, tickets are expensive at the box office, we paid $170 each for concert seats in not the best viewing area, try Stubhub first"
3,"I have been to barclays twice,once to see a wrestling match and the other to see il volo in concert.I like it since it is convenient to home.however the lightining is dark"
3,"I have to preface what I write below , I am an Islanders fan and a huge fan of the Old Barn on Long Island. My review shows that will never change.In 2015 I attended a Concert at the venue and was not impressed. Yes it's new, yes it has a lot of bathrooms, food choices and did I mention New? Not enough to impress me. That said I took my son for an Islanders game. Bought tickets on the secondary market (Prices are crazy the normal way). Bought tickets in a suite (A57). Arrived at Arena, most of the staff was very friendly (you always have some that don't want to be there, and have no problem showing you that!) security was quick and smooth, went up the suite level. It was really clean and open.the Suite sat 14, with a TV a small sitting area, and then two rows of 4 seats and a row of three high back seats over looking the rink.. We secured our seats and went for food. Two choices close by. A burger,hot dog place and Mexican. Food is ok, the usual Arena stuff, prices are what you would expect. One cup size (small $6)made me laugh though. Did not use the bar but it looked well stocked and pricey. Back to the seats. Was fun in the suite, Sightlines wer ok. You are not close to the ice. But that big video board shows the game so you could watch it there(just want I want to pay for) I chose my seats so I wasn't in the upper deck, was good enough for us and made for a good night. I am not happy this is the Islanders new home. It wasn't built with hockey in mind, the rink is not centered and there are a lot of limited view seats, so when buying tickets keep that in mind.Pros -new, clean, friendly staff, close to Public TransportationCons- not a Hockey arena, lots of bad Sightlines, sound acoustics bad, parking is almost non existent ."
3,"Went to my first Islanders game at Barclay's Center which looks beautiful on the outside! Also nice inside yet we had reservations for the 40/40 Club prior to the 7:00PM game time, and weren't allowed into the building until 6:00PM- would've liked to enter 15-30 minutes earlier to have time to leisurely eat and watch pre-game practice.  Although you can sit and watch from 40/40 area, you are totally unable to see from the hash lines to the goal, on the side you are sitting! Terrible design!! Our seats were upper deck- and these are really high nose-bleed seats! You also are somewhat screened at times and need to look at video scoreboard- not good! I honestly can't see Islanders staying here very long (I've heard they have an option to leave after 4 years) unless they do major renovations, which is unlikely??"
3,"My husband and I were here for the NCAA tournament a few weeks ago.  We parked our car overnight in a garage across the street which was super cheap and convenient - and only paid the event rate which was around 34$ (being from Boston...we considered this VERY cheap!) We had to pick up our tickets at will-call which was pretty confusing, there wasn't really anyone directing people and we only figured out from overhearing a woman tell someone else that we were standing in the wrong line.  The food and drinks were ridiculously overpriced, which wasn't a surprise. The MOMENT we walked in I noticed it smelled like someone went overboard with their Axe Body spray... The smell lingered through the night, and we finally came to the conclusion that it was being pumped out of the vents.  They have a Calvin Klein lounge... so we figured it was some CK fragrance but it really smelled terrible and gave me a headache.My husband bought 2 tickets online and selected the option that they were together... when we got there we realized that the seats were numerically together but they were on either side of the exit... so we really weren't next to each other. Luckily there were empty seats and he was able to move behind me.  Summary of my trip... Plenty of places to park, don't expect to get food or drinks for under 10$ and be prepared for it to smell like a bro party.  Oh and if you want to sit next to someone, you better make sure you're not near an exit."
4,Booked cheap last minute tickets for an Islands game. We were on the back row of block 210 but still had a great view. Atmosphere at the game was greatBit of security before entry but not too bad. Not able to take any food or drink into event but prices inside whilst on the steep side are not as bad as BroadwayBarclays has excellent access to subway system so able to get on train home straight after event
4,My tickets were pretty cheap especially to see the Cleveland Cavs which are one of the most popular teams in the NBA. I had nosebleeds but didnt need binoculars to see lol I liked the different vendors in the arena which just about all of them sold Nathans hot dogs and fries which a staple of the borough of Brooklyn. The staff was very helpful throughout the arena and allowed ppl to take pictures from different parts of the arena even though their seats were in a different section.
3,Went to the Barclay's Center for the first time for a school trip to see the Atlantic 10 Tournament. It's not MSG but it's nice. Clean. Many venders. A bit overpriced. Would be interested in seeing the Nets play but I'd be sure to eat at the Shake Shack ahead of time.
3,"Better smuggle in your own drinks because this place is a rip off... 10$ for a beer... I can buy myself a crate of real, Belgian beer for that."
4,What a great place to take the family for an enjoyable basketball or hockey game.   Great food but limited viewing from some seats in the balcony.  Make sure you ask before buying THOSE seats.   Lots of restrooms and very convenient to the Trains.    The security slows down the entry but that's the kind of world we live in now I suppose.    Really nice personnel.
1,"Great facility, but No beer for NCAA games? Wassup with that?Very pleasant experience, friendly staff."
